window_idx,anomaly_score,y_true,y_type
1113901,0.030796599,0,Normal
1113902,0.030611206,0,Normal
1113903,0.03082619,0,Normal
1113904,0.030533385,0,Normal
1113905,0.030845301,0,Normal
1113906,0.03137994,0,Normal
1113907,0.031282887,0,Normal
1113908,0.030734936,0,Normal
1113909,0.035100546,0,Normal
1113910,0.031006431,0,Normal
1113911,0.030767784,0,Normal
1113912,0.03050705,0,Normal
1113913,0.030285753,0,Normal
1113914,0.030663557,0,Normal
1113915,0.031165048,0,Normal
1113916,0.030955125,0,Normal
1113917,0.030507553,0,Normal
1113918,0.030511592,0,Normal
1113919,0.0301111,0,Normal
1113920,0.030225283,0,Normal
1113921,0.030473419,0,Normal
1113922,0.031211814,0,Normal
1113923,0.030952027,0,Normal
1113924,0.03074077,0,Normal
1113925,0.031096544,0,Normal
1113926,0.031156288,0,Normal
1113927,0.03153428,0,Normal
1113928,0.03083273,0,Normal
1113929,0.03173293,0,Normal
1113930,0.119579755,0,Normal
1113931,0.11243904,0,Normal
1113932,0.06675476,0,Normal
1113933,0.06420875,0,Normal
1113934,0.066484034,0,Normal
1113935,0.059438102,0,Normal
1113936,0.047822744,0,Normal
1113937,0.048053667,0,Normal
1113938,0.0398433,0,Normal
1113939,0.03524673,0,Normal
1113940,0.030203616,0,Normal
1113941,0.030277504,0,Normal
1113942,0.030407313,0,Normal
1113943,0.030405676,0,Normal
1113944,0.03015532,0,Normal
1113945,0.030107623,0,Normal
1113946,0.029986233,0,Normal
1113947,0.03023679,0,Normal
1113948,0.030374391,0,Normal
1113949,0.030482393,0,Normal
1113950,0.03032171,0,Normal
1113951,0.03033034,0,Normal
1113952,0.030450191,0,Normal
1113953,0.030274756,0,Normal
1113954,0.030264735,0,Normal
1113955,0.030236145,0,Normal
1113956,0.03033176,0,Normal
1113957,0.030462429,0,Normal
1113958,0.030407134,0,Normal
1113959,0.030499665,0,Normal
1113960,0.030971175,0,Normal
1113961,0.030920304,0,Normal
1113962,0.030870847,0,Normal
1113963,0.031335093,0,Normal
1113964,0.03334749,0,Normal
1113965,0.031026337,0,Normal
1113966,0.031209504,0,Normal
1113967,0.032504864,0,Normal
1113968,0.03125345,0,Normal
1113969,0.031033475,0,Normal
1113970,0.045045216,0,Normal
1113971,0.05792187,0,Normal
1113972,0.053345352,0,Normal
1113973,0.05176303,0,Normal
1113974,0.046398945,0,Normal
1113975,0.05081957,0,Normal
1113976,0.042111404,0,Normal
1113977,0.05479885,0,Normal
1113978,0.05726894,0,Normal
1113979,0.04263534,0,Normal
1113980,0.036127094,0,Normal
1113981,0.030007526,0,Normal
1113982,0.030050557,0,Normal
1113983,0.030105148,0,Normal
1113984,0.02991896,0,Normal
1113985,0.029906413,0,Normal
1113986,0.030116465,0,Normal
1113987,0.030436993,0,Normal
1113988,0.030196385,0,Normal
1113989,0.030338585,0,Normal
1113990,0.030300334,0,Normal
1113991,0.030433897,0,Normal
1113992,0.030306337,0,Normal
1113993,0.030303242,0,Normal
1113994,0.030505354,0,Normal
1113995,0.03064133,0,Normal
1113996,0.030534584,0,Normal
1113997,0.03043717,0,Normal
1113998,0.03046992,0,Normal
1113999,0.030323012,0,Normal
1114000,0.030654395,0,Normal
1114001,0.030575907,0,Normal
1114002,0.030531831,0,Normal
1114003,0.030516716,0,Normal
1114004,0.030601783,0,Normal
1114005,0.03731021,0,Normal
1114006,0.038298227,0,Normal
1114007,0.047077984,0,Normal
1114008,0.043319583,0,Normal
1114009,0.04360386,0,Normal
1114010,0.04348412,0,Normal
1114011,0.04278836,0,Normal
1114012,0.04435516,0,Normal
1114013,0.063995056,0,Normal
1114014,0.044900157,0,Normal
1114015,0.041424092,0,Normal
1114016,0.036438864,0,Normal
1114017,0.030799555,0,Normal
1114018,0.030920045,0,Normal
1114019,0.031044967,0,Normal
1114020,0.031519048,0,Normal
1114021,0.031337135,0,Normal
1114022,0.031592373,0,Normal
1114023,0.031714164,0,Normal
1114024,0.03158702,0,Normal
1114025,0.031121919,0,Normal
1114026,0.030576134,0,Normal
1114027,0.030997975,0,Normal
1114028,0.0308976,0,Normal
1114029,0.030130493,0,Normal
1114030,0.030082438,0,Normal
1114031,0.030343316,0,Normal
1114032,0.029956672,0,Normal
1114033,0.029735567,0,Normal
1114034,0.029778553,0,Normal
1114035,0.030050805,0,Normal
1114036,0.030563202,0,Normal
1114037,0.030113367,0,Normal
1114038,0.030530224,0,Normal
1114039,0.030898971,0,Normal
1114040,0.030986374,0,Normal
1114041,0.030830188,0,Normal
1114042,0.031413365,0,Normal
1114043,0.03337695,0,Normal
1114044,0.031221673,0,Normal
1114045,0.031622052,0,Normal
1114046,0.030974861,0,Normal
1114047,0.031389426,0,Normal
1114048,0.032281213,0,Normal
1114049,0.051143143,0,Normal
1114050,0.031982202,0,Normal
1114051,0.04892973,0,Normal
1114052,0.030916728,0,Normal
1114053,0.03067172,0,Normal
1114054,0.031042842,0,Normal
1114055,0.030633062,0,Normal
1114056,0.03139911,0,Normal
1114057,0.030972907,0,Normal
1114058,0.03065882,0,Normal
1114059,0.030537385,0,Normal
1114060,0.030420218,0,Normal
1114061,0.030406956,0,Normal
1114062,0.030037737,0,Normal
1114063,0.029970042,0,Normal
1114064,0.029922899,0,Normal
1114065,0.029996555,0,Normal
1114066,0.030038513,0,Normal
1114067,0.030126201,0,Normal
1114068,0.03027083,0,Normal
1114069,0.030293617,0,Normal
1114070,0.030587658,0,Normal
1114071,0.03114624,0,Normal
1114072,0.03107324,0,Normal
1114073,0.03107475,0,Normal
1114074,0.030750388,0,Normal
1114075,0.03106777,0,Normal
1114076,0.030860709,0,Normal
1114077,0.030654052,0,Normal
1114078,0.030684883,0,Normal
1114079,0.030835303,0,Normal
1114080,0.05322182,0,Normal
1114081,0.059868664,0,Normal
1114082,0.041781075,0,Normal
1114083,0.04082357,0,Normal
1114084,0.038847677,0,Normal
1114085,0.057934575,0,Normal
1114086,0.05769968,0,Normal
1114087,0.058484554,0,Normal
1114088,0.057087794,0,Normal
1114089,0.079796344,0,Normal
1114090,0.03198797,0,Normal
1114091,0.031601135,0,Normal
1114092,0.03103482,0,Normal
1114093,0.031769313,0,Normal
1114094,0.031006824,0,Normal
1114095,0.030698307,0,Normal
1114096,0.030247562,0,Normal
1114097,0.03032377,0,Normal
1114098,0.03065872,0,Normal
1114099,0.03048977,0,Normal
1114100,0.030018795,0,Normal
1114101,0.029963924,0,Normal
1114102,0.030343452,0,Normal
1114103,0.030126382,0,Normal
1114104,0.029858474,0,Normal
1114105,0.02958729,0,Normal
1114106,0.02961061,0,Normal
1114107,0.029994244,0,Normal
1114108,0.029510312,0,Normal
1114109,0.029882563,0,Normal
1114110,0.030056803,0,Normal
1114111,0.030435607,0,Normal
1114112,0.030450357,0,Normal
1114113,0.030446643,0,Normal
1114114,0.030522639,0,Normal
1114115,0.030610802,0,Normal
1114116,0.030486181,0,Normal
1114117,0.030549476,0,Normal
1114118,0.03060364,0,Normal
1114119,0.030628478,0,Normal
1114120,0.03042388,0,Normal
1114121,0.030430922,0,Normal
1114122,0.030206947,0,Normal
1114123,0.030663203,0,Normal
1114124,0.03082911,0,Normal
1114125,0.030616187,0,Normal
1114126,0.030535085,0,Normal
1114127,0.030437559,0,Normal
1114128,0.030254712,0,Normal
1114129,0.030481337,0,Normal
1114130,0.030431898,0,Normal
1114131,0.030418443,0,Normal
1114132,0.03040995,0,Normal
1114133,0.030452497,0,Normal
1114134,0.030336004,0,Normal
1114135,0.030471418,0,Normal
1114136,0.03039375,0,Normal
1114137,0.030392308,0,Normal
1114138,0.030301612,0,Normal
1114139,0.030219438,0,Normal
1114140,0.046173885,0,Normal
1114141,0.05260564,0,Normal
1114142,0.20989825,0,Normal
1114143,0.15003271,0,Normal
1114144,0.17683476,0,Normal
1114145,0.17850034,0,Normal
1114146,0.2029638,0,Normal
1114147,0.225799,0,Normal
1114148,0.22390608,0,Normal
1114149,0.21714166,0,Normal
1114150,0.09380001,0,Normal
1114151,0.09512036,0,Normal
1114152,0.032118082,0,Normal
1114153,0.031453636,0,Normal
1114154,0.031204466,0,Normal
1114155,0.17546134,0,Normal
1114156,0.15457381,0,Normal
1114157,0.08265644,0,Normal
1114158,0.05950417,0,Normal
1114159,0.059579745,0,Normal
1114160,0.060912568,0,Normal
1114161,0.05355927,0,Normal
1114162,0.05494108,0,Normal
1114163,0.05036908,0,Normal
1114164,0.047297634,0,Normal
1114165,0.030123036,0,Normal
1114166,0.03021178,0,Normal
1114167,0.030618865,0,Normal
1114168,0.030898374,0,Normal
1114169,0.030543461,0,Normal
1114170,0.030461144,0,Normal
1114171,0.030383624,0,Normal
1114172,0.030469734,0,Normal
1114173,0.030398678,0,Normal
1114174,0.030506209,0,Normal
1114175,0.030503474,0,Normal
1114176,0.030405523,0,Normal
1114177,0.031142255,0,Normal
1114178,0.030796332,0,Normal
1114179,0.030895902,0,Normal
1114180,0.03114481,0,Normal
1114181,0.031370703,0,Normal
1114182,0.031136625,0,Normal
1114183,0.030826584,0,Normal
1114184,0.030932533,0,Normal
1114185,0.031432953,0,Normal
1114186,0.030669222,0,Normal
1114187,0.031460077,0,Normal
1114188,0.031158574,0,Normal
1114189,0.0310538,0,Normal
1114190,0.030286994,0,Normal
1114191,0.030698858,0,Normal
1114192,0.031583063,0,Normal
1114193,0.03042281,0,Normal
1114194,0.030509664,0,Normal
1114195,0.030725177,0,Normal
1114196,0.030738002,0,Normal
1114197,0.030597921,0,Normal
1114198,0.030518062,0,Normal
1114199,0.030244028,0,Normal
1114200,0.030236572,0,Normal
1114201,0.030129021,0,Normal
1114202,0.030022908,0,Normal
1114203,0.030305546,0,Normal
1114204,0.030831255,0,Normal
1114205,0.030915821,0,Normal
1114206,0.03068792,0,Normal
1114207,0.030678848,0,Normal
1114208,0.030902633,0,Normal
1114209,0.031183798,0,Normal
1114210,0.031263668,0,Normal
1114211,0.031353887,0,Normal
1114212,0.031673364,0,Normal
1114213,0.031718962,0,Normal
1114214,0.031151218,0,Normal
1114215,0.031126026,0,Normal
1114216,0.030982785,0,Normal
1114217,0.030790962,0,Normal
1114218,0.030383782,0,Normal
1114219,0.030403692,0,Normal
1114220,0.030283092,0,Normal
1114221,0.030085139,0,Normal
1114222,0.030360123,0,Normal
1114223,0.03046628,0,Normal
1114224,0.03126521,0,Normal
1114225,0.03136415,0,Normal
1114226,0.031360652,0,Normal
1114227,0.031631548,0,Normal
1114228,0.032195855,0,Normal
1114229,0.031346582,0,Normal
1114230,0.031453103,0,Normal
1114231,0.033686675,0,Normal
1114232,0.034056295,0,Normal
1114233,0.031514533,0,Normal
1114234,0.031043066,0,Normal
1114235,0.030959442,0,Normal
1114236,0.030856844,0,Normal
1114237,0.030651508,0,Normal
1114238,0.030490741,0,Normal
1114239,0.03085581,0,Normal
1114240,0.030949248,0,Normal
1114241,0.030797174,0,Normal
1114242,0.030430239,0,Normal
1114243,0.03068454,0,Normal
1114244,0.030731946,0,Normal
1114245,0.030307544,0,Normal
1114246,0.03053956,0,Normal
1114247,0.030180652,0,Normal
1114248,0.03062304,0,Normal
1114249,0.030517736,0,Normal
1114250,0.030594729,0,Normal
1114251,0.03061283,0,Normal
1114252,0.030414952,0,Normal
1114253,0.030400142,0,Normal
1114254,0.03051858,0,Normal
1114255,0.03095662,0,Normal
1114256,0.030602789,0,Normal
1114257,0.030687151,0,Normal
1114258,0.030798536,0,Normal
1114259,0.030462898,0,Normal
1114260,0.03007806,0,Normal
1114261,0.030565152,0,Normal
1114262,0.07246681,0,Normal
1114263,0.08349039,0,Normal
1114264,0.053359535,0,Normal
1114265,0.052454874,0,Normal
1114266,0.05337657,0,Normal
1114267,0.076489866,0,Normal
1114268,0.07183013,0,Normal
1114269,0.071996585,0,Normal
1114270,0.20380837,0,Normal
1114271,0.18046096,0,Normal
1114272,0.07758632,0,Normal
1114273,0.07624063,0,Normal
1114274,0.07413802,0,Normal
1114275,0.07500476,0,Normal
1114276,0.06908003,0,Normal
1114277,0.074297644,0,Normal
1114278,0.13804494,0,Normal
1114279,0.16338879,0,Normal
1114280,0.05162967,0,Normal
1114281,0.07207841,0,Normal
1114282,0.0716911,0,Normal
1114283,0.07337935,0,Normal
1114284,0.07017796,0,Normal
1114285,0.0700464,0,Normal
1114286,0.0619313,0,Normal
1114287,0.055194236,0,Normal
1114288,0.030318374,0,Normal
1114289,0.030506197,0,Normal
1114290,0.03055138,0,Normal
1114291,0.030540058,0,Normal
1114292,0.030506749,0,Normal
1114293,0.030499792,0,Normal
1114294,0.030467724,0,Normal
1114295,0.030226346,0,Normal
1114296,0.03021275,0,Normal
1114297,0.030108918,0,Normal
1114298,0.030327776,0,Normal
1114299,0.030018762,0,Normal
1114300,0.030248981,0,Normal
1114301,0.030086193,0,Normal
1114302,0.03004278,0,Normal
1114303,0.030217215,0,Normal
1114304,0.030352684,0,Normal
1114305,0.03047848,0,Normal
1114306,0.030508231,0,Normal
1114307,0.03047757,0,Normal
1114308,0.030431705,0,Normal
1114309,0.030698441,0,Normal
1114310,0.030866394,0,Normal
1114311,0.030834386,0,Normal
1114312,0.030802127,0,Normal
1114313,0.030857673,0,Normal
1114314,0.030707309,0,Normal
1114315,0.030691236,0,Normal
1114316,0.030645307,0,Normal
1114317,0.030795192,0,Normal
1114318,0.03067198,0,Normal
1114319,0.030791422,0,Normal
1114320,0.030667461,0,Normal
1114321,0.030509308,0,Normal
1114322,0.03023045,0,Normal
1114323,0.030108705,0,Normal
1114324,0.030420227,0,Normal
1114325,0.030980099,0,Normal
1114326,0.03094972,0,Normal
1114327,0.030614648,0,Normal
1114328,0.030723749,0,Normal
1114329,0.030706566,0,Normal
1114330,0.031074796,0,Normal
1114331,0.031759802,0,Normal
1114332,0.03081992,0,Normal
1114333,0.102770984,0,Normal
1114334,0.080090895,0,Normal
1114335,0.041967057,0,Normal
1114336,0.041011713,0,Normal
1114337,0.040877454,0,Normal
1114338,0.059467033,0,Normal
1114339,0.07732875,0,Normal
1114340,0.079508886,0,Normal
1114341,0.10244881,0,Normal
1114342,0.1023298,0,Normal
1114343,0.03236289,0,Normal
1114344,0.03169101,0,Normal
1114345,0.032048196,0,Normal
1114346,0.034486197,0,Normal
1114347,0.032073982,0,Normal
1114348,0.032374125,0,Normal
1114349,0.032874726,0,Normal
1114350,0.032013897,0,Normal
1114351,0.031844407,0,Normal
1114352,0.031962737,0,Normal
1114353,0.03174123,0,Normal
1114354,0.03189484,0,Normal
1114355,0.03150415,0,Normal
1114356,0.031856824,0,Normal
1114357,0.03196328,0,Normal
1114358,0.03181183,0,Normal
1114359,0.031543616,0,Normal
1114360,0.03154917,0,Normal
1114361,0.03132009,0,Normal
1114362,0.031317275,0,Normal
1114363,0.031802256,0,Normal
1114364,0.03173598,0,Normal
1114365,0.031692877,0,Normal
1114366,0.031546365,0,Normal
1114367,0.031516243,0,Normal
1114368,0.089340195,0,Normal
1114369,0.0929375,0,Normal
1114370,0.055221,0,Normal
1114371,0.05558449,0,Normal
1114372,0.055581875,0,Normal
1114373,0.054926433,0,Normal
1114374,0.055348635,0,Normal
1114375,0.0750516,0,Normal
1114376,0.07505618,0,Normal
1114377,0.09448087,0,Normal
1114378,0.032371692,0,Normal
1114379,0.032172084,0,Normal
1114380,0.032752518,0,Normal
1114381,0.03329759,0,Normal
1114382,0.03241626,0,Normal
1114383,0.03228758,0,Normal
1114384,0.032387186,0,Normal
1114385,0.0322467,0,Normal
1114386,0.031993326,0,Normal
1114387,0.031410847,0,Normal
1114388,0.03146692,0,Normal
1114389,0.031325355,0,Normal
1114390,0.030748332,0,Normal
1114391,0.030701693,0,Normal
1114392,0.030894477,0,Normal
1114393,0.031089898,0,Normal
1114394,0.031098647,0,Normal
1114395,0.03132975,0,Normal
1114396,0.031390328,0,Normal
1114397,0.031330004,0,Normal
1114398,0.031241558,0,Normal
1114399,0.030916274,0,Normal
1114400,0.030791279,0,Normal
1114401,0.030861523,0,Normal
1114402,0.030818697,0,Normal
1114403,0.030832205,0,Normal
1114404,0.030832706,0,Normal
1114405,0.030625539,0,Normal
1114406,0.030263636,0,Normal
1114407,0.030465953,0,Normal
1114408,0.030273767,0,Normal
1114409,0.030124633,0,Normal
1114410,0.030969074,0,Normal
1114411,0.030138714,0,Normal
1114412,0.030321531,0,Normal
1114413,0.030006729,0,Normal
1114414,0.030341735,0,Normal
1114415,0.030404665,0,Normal
1114416,0.030331982,0,Normal
1114417,0.030685348,0,Normal
1114418,0.03066958,0,Normal
1114419,0.030761557,0,Normal
1114420,0.030776616,0,Normal
1114421,0.030723315,0,Normal
1114422,0.030601466,0,Normal
1114423,0.052879114,0,Normal
1114424,0.051185828,0,Normal
1114425,0.03461598,0,Normal
1114426,0.034033448,0,Normal
1114427,0.033995695,0,Normal
1114428,0.034187376,0,Normal
1114429,0.054744057,0,Normal
1114430,0.07374315,0,Normal
1114431,0.07462131,0,Normal
1114432,0.079891995,0,Normal
1114433,0.031429924,0,Normal
1114434,0.031316075,0,Normal
1114435,0.031600915,0,Normal
1114436,0.031016106,0,Normal
1114437,0.03131533,0,Normal
1114438,0.03139335,0,Normal
1114439,0.03111711,0,Normal
1114440,0.030895874,0,Normal
1114441,0.03065532,0,Normal
1114442,0.030795516,0,Normal
1114443,0.030733304,0,Normal
1114444,0.030382765,0,Normal
1114445,0.030504763,0,Normal
1114446,0.030521087,0,Normal
1114447,0.03045478,0,Normal
1114448,0.030201146,0,Normal
1114449,0.030224664,0,Normal
1114450,0.030330345,0,Normal
1114451,0.030255437,0,Normal
1114452,0.030128617,0,Normal
1114453,0.030171279,0,Normal
1114454,0.030430427,0,Normal
1114455,0.030573135,0,Normal
1114456,0.030453175,0,Normal
1114457,0.030830914,0,Normal
1114458,0.030710276,0,Normal
1114459,0.07642569,0,Normal
1114460,0.08593722,0,Normal
1114461,0.06331348,0,Normal
1114462,0.0776859,0,Normal
1114463,0.0781706,0,Normal
1114464,0.07528691,0,Normal
1114465,0.05537328,0,Normal
1114466,0.054403976,0,Normal
1114467,0.07449144,0,Normal
1114468,0.075308636,0,Normal
1114469,0.030260187,0,Normal
1114470,0.0314389,0,Normal
1114471,0.032958616,0,Normal
1114472,0.03175004,0,Normal
1114473,0.031189576,0,Normal
1114474,0.031353645,0,Normal
1114475,0.03135323,0,Normal
1114476,0.112357415,0,Normal
1114477,0.10898275,0,Normal
1114478,0.07646191,0,Normal
1114479,0.06905793,0,Normal
1114480,0.058272295,0,Normal
1114481,0.03654938,0,Normal
1114482,0.036070336,0,Normal
1114483,0.08091101,0,Normal
1114484,0.067417085,0,Normal
1114485,0.10501961,0,Normal
1114486,0.07547569,0,Normal
1114487,0.0956423,0,Normal
1114488,0.095500104,0,Normal
1114489,0.09548643,0,Normal
1114490,0.09463136,0,Normal
1114491,0.09559709,0,Normal
1114492,0.09707144,0,Normal
1114493,0.03032936,0,Normal
1114494,0.030797053,0,Normal
1114495,0.029870816,0,Normal
1114496,0.029500127,0,Normal
1114497,0.05342759,0,Normal
1114498,0.06334678,0,Normal
1114499,0.037459575,0,Normal
1114500,0.035349876,0,Normal
1114501,0.037099544,0,Normal
1114502,0.03763517,0,Normal
1114503,0.038673893,0,Normal
1114504,0.03785231,0,Normal
1114505,0.03865586,0,Normal
1114506,0.040283903,0,Normal
1114507,0.030354815,0,Normal
1114508,0.030424723,0,Normal
1114509,0.030503271,0,Normal
1114510,0.030153546,0,Normal
1114511,0.029515794,0,Normal
1114512,0.029737325,0,Normal
1114513,0.029883217,0,Normal
1114514,0.029569155,0,Normal
1114515,0.029404623,0,Normal
1114516,0.029597353,0,Normal
1114517,0.029719831,0,Normal
1114518,0.030158136,0,Normal
1114519,0.030173061,0,Normal
1114520,0.030245716,0,Normal
1114521,0.030393882,0,Normal
1114522,0.030487882,0,Normal
1114523,0.030592589,0,Normal
1114524,0.03053562,0,Normal
1114525,0.030661147,0,Normal
1114526,0.030521644,0,Normal
1114527,0.030520953,0,Normal
1114528,0.030492844,0,Normal
1114529,0.030222598,0,Normal
1114530,0.03037431,0,Normal
1114531,0.030453384,0,Normal
1114532,0.030785682,0,Normal
1114533,0.03045235,0,Normal
1114534,0.030534474,0,Normal
1114535,0.075646184,0,Normal
1114536,0.08846061,0,Normal
1114537,0.06259294,0,Normal
1114538,0.05997184,0,Normal
1114539,0.059135415,0,Normal
1114540,0.08166879,0,Normal
1114541,0.07852428,0,Normal
1114542,0.06572316,0,Normal
1114543,0.066334344,0,Normal
1114544,0.06799953,0,Normal
1114545,0.1206912,0,Normal
1114546,0.1582064,0,Normal
1114547,0.11732123,0,Normal
1114548,0.11629732,0,Normal
1114549,0.12757966,0,Normal
1114550,0.11135724,0,Normal
1114551,0.11327917,0,Normal
1114552,0.102086596,0,Normal
1114553,0.103367254,0,Normal
1114554,0.1175286,0,Normal
1114555,0.032012876,0,Normal
1114556,0.03080104,0,Normal
1114557,0.030442609,0,Normal
1114558,0.030334255,0,Normal
1114559,0.030408846,0,Normal
1114560,0.030297315,0,Normal
1114561,0.030301943,0,Normal
1114562,0.030215058,0,Normal
1114563,0.03022653,0,Normal
1114564,0.03018146,0,Normal
1114565,0.030208196,0,Normal
1114566,0.030283894,0,Normal
1114567,0.030750785,0,Normal
1114568,0.030497864,0,Normal
1114569,0.030616427,0,Normal
1114570,0.030579846,0,Normal
1114571,0.030300878,0,Normal
1114572,0.030294722,0,Normal
1114573,0.030376367,0,Normal
1114574,0.030420754,0,Normal
1114575,0.030424356,0,Normal
1114576,0.030016989,0,Normal
1114577,0.029757258,0,Normal
1114578,0.029659566,0,Normal
1114579,0.029738227,0,Normal
1114580,0.029825922,0,Normal
1114581,0.029993495,0,Normal
1114582,0.030208265,0,Normal
1114583,0.030787524,0,Normal
1114584,0.03089451,0,Normal
1114585,0.030735193,0,Normal
1114586,0.030844696,0,Normal
1114587,0.030798173,0,Normal
1114588,0.030852312,0,Normal
1114589,0.030820958,0,Normal
1114590,0.030762255,0,Normal
1114591,0.030754555,0,Normal
1114592,0.030824544,0,Normal
1114593,0.030633653,0,Normal
1114594,0.030490275,0,Normal
1114595,0.030293092,0,Normal
1114596,0.03045599,0,Normal
1114597,0.030162716,0,Normal
1114598,0.030360894,0,Normal
1114599,0.030233612,0,Normal
1114600,0.030281141,0,Normal
1114601,0.030331435,0,Normal
1114602,0.030273436,0,Normal
1114603,0.030042663,0,Normal
1114604,0.029866885,0,Normal
1114605,0.02991708,0,Normal
1114606,0.029976904,0,Normal
1114607,0.030191509,0,Normal
1114608,0.030276062,0,Normal
1114609,0.030272687,0,Normal
1114610,0.030031115,0,Normal
1114611,0.030035613,0,Normal
1114612,0.030089628,0,Normal
1114613,0.030573016,0,Normal
1114614,0.030464092,0,Normal
1114615,0.030245518,0,Normal
1114616,0.030011587,0,Normal
1114617,0.030149568,0,Normal
1114618,0.030859835,0,Normal
1114619,0.03043065,0,Normal
1114620,0.030611087,0,Normal
1114621,0.030895282,0,Normal
1114622,0.030912256,0,Normal
1114623,0.03083487,0,Normal
1114624,0.0315874,0,Normal
1114625,0.031346753,0,Normal
1114626,0.032903172,0,Normal
1114627,0.03197225,0,Normal
1114628,0.0313863,0,Normal
1114629,0.030627716,0,Normal
1114630,0.031889003,0,Normal
1114631,0.032038175,0,Normal
1114632,0.032680552,0,Normal
1114633,0.03195174,0,Normal
1114634,0.03179529,0,Normal
1114635,0.03181183,0,Normal
1114636,0.0758788,0,Normal
1114637,0.07459074,0,Normal
1114638,0.06164345,0,Normal
1114639,0.07832982,0,Normal
1114640,0.05764412,0,Normal
1114641,0.0782041,0,Normal
1114642,0.07839173,0,Normal
1114643,0.07754245,0,Normal
1114644,0.0778712,0,Normal
1114645,0.08000948,0,Normal
1114646,0.03054911,0,Normal
1114647,0.03079119,0,Normal
1114648,0.030482836,0,Normal
1114649,0.030200463,0,Normal
1114650,0.030146446,0,Normal
1114651,0.03010587,0,Normal
1114652,0.030222425,0,Normal
1114653,0.030221375,0,Normal
1114654,0.030228863,0,Normal
1114655,0.03016497,0,Normal
1114656,0.030378347,0,Normal
1114657,0.030526202,0,Normal
1114658,0.030246848,0,Normal
1114659,0.03034981,0,Normal
1114660,0.030270929,0,Normal
1114661,0.030205723,0,Normal
1114662,0.030183146,0,Normal
1114663,0.030428188,0,Normal
1114664,0.030557081,0,Normal
1114665,0.031002047,0,Normal
1114666,0.030382942,0,Normal
1114667,0.030453412,0,Normal
1114668,0.030707862,0,Normal
1114669,0.030501371,0,Normal
1114670,0.030735983,0,Normal
1114671,0.0869199,0,Normal
1114672,0.10425207,0,Normal
1114673,0.1071242,0,Normal
1114674,0.09728618,0,Normal
1114675,0.0850219,0,Normal
1114676,0.08777265,0,Normal
1114677,0.08339297,0,Normal
1114678,0.062200606,0,Normal
1114679,0.0820225,0,Normal
1114680,0.0827332,0,Normal
1114681,0.03725178,0,Normal
1114682,0.03066868,0,Normal
1114683,0.030429693,0,Normal
1114684,0.030486641,0,Normal
1114685,0.030375266,0,Normal
1114686,0.0303224,0,Normal
1114687,0.030057978,0,Normal
1114688,0.066580646,0,Normal
1114689,0.04882927,0,Normal
1114690,0.033276677,0,Normal
1114691,0.05236488,0,Normal
1114692,0.052859124,0,Normal
1114693,0.05464147,0,Normal
1114694,0.054360442,0,Normal
1114695,0.05385068,0,Normal
1114696,0.07581278,0,Normal
1114697,0.07538766,0,Normal
1114698,0.031028021,0,Normal
1114699,0.03107267,0,Normal
1114700,0.030624604,0,Normal
1114701,0.030822776,0,Normal
1114702,0.030683454,0,Normal
1114703,0.030484129,0,Normal
1114704,0.030553417,0,Normal
1114705,0.031641852,0,Normal
1114706,0.031503934,0,Normal
1114707,0.03127188,0,Normal
1114708,0.030991372,0,Normal
1114709,0.031146027,0,Normal
1114710,0.031033488,0,Normal
1114711,0.030809876,0,Normal
1114712,0.030784857,0,Normal
1114713,0.030902926,0,Normal
1114714,0.030974803,0,Normal
1114715,0.03051735,0,Normal
1114716,0.030670479,0,Normal
1114717,0.03069329,0,Normal
1114718,0.030600837,0,Normal
1114719,0.030880982,0,Normal
1114720,0.030739268,0,Normal
1114721,0.03102113,0,Normal
1114722,0.03108352,0,Normal
1114723,0.031286597,0,Normal
1114724,0.031305913,0,Normal
1114725,0.031276975,0,Normal
1114726,0.031027729,0,Normal
1114727,0.03111774,0,Normal
1114728,0.031103833,0,Normal
1114729,0.031191895,0,Normal
1114730,0.0314154,0,Normal
1114731,0.031376462,0,Normal
1114732,0.031073987,0,Normal
1114733,0.03149624,0,Normal
1114734,0.031254333,0,Normal
1114735,0.030785758,0,Normal
1114736,0.030784864,0,Normal
1114737,0.031179564,0,Normal
1114738,0.030651737,0,Normal
1114739,0.030406654,0,Normal
1114740,0.030317752,0,Normal
1114741,0.030388257,0,Normal
1114742,0.031097539,0,Normal
1114743,1.6795709,0,Normal
1114744,2.094464,0,Normal
1114745,1.3161839,0,Normal
1114746,1.1059517,0,Normal
1114747,0.9836806,0,Normal
1114748,0.6842765,0,Normal
1114749,0.47890964,0,Normal
1114750,0.3062148,0,Normal
1114751,0.29290575,0,Normal
1114752,0.8586488,0,Normal
1114753,0.0314743,0,Normal
1114754,0.031305723,0,Normal
1114755,0.03092093,0,Normal
1114756,0.031235883,0,Normal
1114757,0.031697124,0,Normal
1114758,0.031377327,0,Normal
1114759,0.030919753,0,Normal
1114760,0.030733194,0,Normal
1114761,0.03090458,0,Normal
1114762,0.030547744,0,Normal
1114763,0.030425083,0,Normal
1114764,0.0305109,0,Normal
1114765,0.030328758,0,Normal
1114766,0.030406319,0,Normal
1114767,0.031018095,0,Normal
1114768,0.0308429,0,Normal
1114769,0.03099213,0,Normal
1114770,0.030650195,0,Normal
1114771,0.030544844,0,Normal
1114772,0.030498046,0,Normal
1114773,0.030466476,0,Normal
